"Country Name","Year","GDP_per_capita","region","sub-region","Population","Group","Life_Expectancy_at_Birth"
"Australia","2015",56755.72171,"Oceania","Australia and New Zealand",23815995,"Female_Life_Expectancy",84.2
"Australia","2010",52022.1256,"Oceania","Australia and New Zealand",22031750,"Male_Life_Expectancy",79.8
"Australia","2010",52022.1256,"Oceania","Australia and New Zealand",22031750,"Female_Life_Expectancy",84
"Australia","2000",21679.24784,"Oceania","Australia and New Zealand",19153000,"Male_Life_Expectancy",77.1
"Australia","2000",21679.24784,"Oceania","Australia and New Zealand",19153000,"Female_Life_Expectancy",82.2
"Austria","2019",50137.66278,"Europe","Western Europe",8877067,"Male_Life_Expectancy",79.4
"Austria","2019",50137.66278,"Europe","Western Europe",8877067,"Female_Life_Expectancy",83.8
"Austria","2015",44178.04738,"Europe","Western Europe",8642699,"Male_Life_Expectancy",78.6
"Austria","2015",44178.04738,"Europe","Western Europe",8642699,"Female_Life_Expectancy",83.3
"Austria","2010",46858.04327,"Europe","Western Europe",8363404,"Male_Life_Expectancy",77.6
"Austria","2010",46858.04327,"Europe","Western Europe",8363404,"Female_Life_Expectancy",83
"Austria","2000",24564.45829,"Europe","Western Europe",8011566,"Male_Life_Expectancy",75.1
"Austria","2000",24564.45829,"Europe","Western Europe",8011566,"Female_Life_Expectancy",81
"Azerbaijan","2019",4793.58702,"Asia","Western Asia",10023318,"Male_Life_Expectancy",68.8
"Azerbaijan","2019",4793.58702,"Asia","Western Asia",10023318,"Female_Life_Expectancy",74.1
"Azerbaijan","2015",5500.310382,"Asia","Western Asia",9649341,"Male_Life_Expectancy",67.9
"Azerbaijan","2015",5500.310382,"Asia","Western Asia",9649341,"Female_Life_Expectancy",73.4
"Azerbaijan","2010",5842.805784,"Asia","Western Asia",9054332,"Male_Life_Expectancy",66.3
"Azerbaijan","2010",5842.805784,"Asia","Western Asia",9054332,"Female_Life_Expectancy",71.8
"Azerbaijan","2000",655.0974326,"Asia","Western Asia",8048600,"Male_Life_Expectancy",62.6
"Azerbaijan","2000",655.0974326,"Asia","Western Asia",8048600,"Female_Life_Expectancy",68.5
"Bahrain","2019",23503.97713,"Asia","Western Asia",1641172,"Male_Life_Expectancy",75
"Bahrain","2019",23503.97713,"Asia","Western Asia",1641172,"Female_Life_Expectancy",77
"Bahrain","2015",22634.11865,"Asia","Western Asia",1371851,"Male_Life_Expectancy",75.9
"Bahrain","2015",22634.11865,"Asia","Western Asia",1371851,"Female_Life_Expectancy",77.3
"Bahrain","2010",20722.13729,"Asia","Western Asia",1240860,"Male_Life_Expectancy",73.8
"Bahrain","2010",20722.13729,"Asia","Western Asia",1240860,"Female_Life_Expectancy",75.3
"Bahrain","2000",13636.39623,"Asia","Western Asia",664611,"Male_Life_Expectancy",69.5
"Bahrain","2000",13636.39623,"Asia","Western Asia",664611,"Female_Life_Expectancy",71.8
"Bangladesh","2019",1855.739824,"Asia","Southern Asia",163046161,"Male_Life_Expectancy",73
"Bangladesh","2019",1855.739824,"Asia","Southern Asia",163046161,"Female_Life_Expectancy",75.6
"Bangladesh","2015",1248.453398,"Asia","Southern Asia",156256276,"Male_Life_Expectancy",72.5
"Bangladesh","2015",1248.453398,"Asia","Southern Asia",156256276,"Female_Life_Expectancy",74.8
"Bangladesh","2010",781.1535936,"Asia","Southern Asia",147575430,"Male_Life_Expectancy",68.6
"Bangladesh","2010",781.1535936,"Asia","Southern Asia",147575430,"Female_Life_Expectancy",72.2
"Bangladesh","2000",418.0689683,"Asia","Southern Asia",127657854,"Male_Life_Expectancy",64.1
"Bangladesh","2000",418.0689683,"Asia","Southern Asia",127657854,"Female_Life_Expectancy",67.4
"Barbados","2019",18148.24493,"Americas","Latin America and the Caribbean",287025,"Male_Life_Expectancy",74.3
"Barbados","2019",18148.24493,"Americas","Latin America and the Caribbean",287025,"Female_Life_Expectancy",77.7
"Barbados","2015",16525.07325,"Americas","Latin America and the Caribbean",285324,"Male_Life_Expectancy",75
"Barbados","2015",16525.07325,"Americas","Latin America and the Caribbean",285324,"Female_Life_Expectancy",77.4
"Barbados","2010",16056.37098,"Americas","Latin America and the Caribbean",282131,"Male_Life_Expectancy",74.5
"Barbados","2010",16056.37098,"Americas","Latin America and the Caribbean",282131,"Female_Life_Expectancy",77.2
"Barbados","2000",11268.25406,"Americas","Latin America and the Caribbean",271515,"Male_Life_Expectancy",72.1
"Barbados","2000",11268.25406,"Americas","Latin America and the Caribbean",271515,"Female_Life_Expectancy",76.7
"Belarus","2019",6663.295293,"Europe","Eastern Europe",9466856,"Male_Life_Expectancy",69.7
"Belarus","2019",6663.295293,"Europe","Eastern Europe",9466856,"Female_Life_Expectancy",79.6
"Belarus","2015",5949.106307,"Europe","Eastern Europe",9489616,"Male_Life_Expectancy",68.6
"Belarus","2015",5949.106307,"Europe","Eastern Europe",9489616,"Female_Life_Expectancy",78.8
"Belarus","2010",6029.3968,"Europe","Eastern Europe",9490583,"Male_Life_Expectancy",64.5
"Belarus","2010",6029.3968,"Europe","Eastern Europe",9490583,"Female_Life_Expectancy",76.4
"Belarus","2000",1276.288034,"Europe","Eastern Europe",9979610,"Male_Life_Expectancy",63.3
"Belarus","2000",1276.288034,"Europe","Eastern Europe",9979610,"Female_Life_Expectancy",74.6
"Belgium","2019",46420.66377,"Europe","Western Europe",11484055,"Male_Life_Expectancy",79.3
"Belgium","2019",46420.66377,"Europe","Western Europe",11484055,"Female_Life_Expectancy",83.5
"Belgium","2015",40991.80814,"Europe","Western Europe",11274196,"Male_Life_Expectancy",78.5
"Belgium","2015",40991.80814,"Europe","Western Europe",11274196,"Female_Life_Expectancy",82.9
"Belgium","2010",44141.87814,"Europe","Western Europe",10895586,"Male_Life_Expectancy",77.2
"Belgium","2010",44141.87814,"Europe","Western Europe",10895586,"Female_Life_Expectancy",82.4
"Belgium","2000",23041.53473,"Europe","Western Europe",10251250,"Male_Life_Expectancy",74.5
"Belgium","2000",23041.53473,"Europe","Western Europe",10251250,"Female_Life_Expectancy",80.7
"Belize","2019",4815.163711,"Americas","Latin America and the Caribbean",390353,"Male_Life_Expectancy",71.4
"Belize","2019",4815.163711,"Americas","Latin America and the Caribbean",390353,"Female_Life_Expectancy",77.8
"Belize","2015",4775.955648,"Americas","Latin America and the Caribbean",360933,"Male_Life_Expectancy",71.1
"Belize","2015",4775.955648,"Americas","Latin America and the Caribbean",360933,"Female_Life_Expectancy",77.3
"Belize","2010",4270.864345,"Americas","Latin America and the Caribbean",322464,"Male_Life_Expectancy",70.9
"Belize","2010",4270.864345,"Americas","Latin America and the Caribbean",322464,"Female_Life_Expectancy",76.1
"Belize","2000",3364.332936,"Americas","Latin America and the Caribbean",247315,"Male_Life_Expectancy",67.2
"Belize","2000",3364.332936,"Americas","Latin America and the Caribbean",247315,"Female_Life_Expectancy",74
"Benin","2019",1219.432672,"Africa","Sub-Saharan Africa",11801151,"Male_Life_Expectancy",61.2
"Benin","2019",1219.432672,"Africa","Sub-Saharan Africa",11801151,"Female_Life_Expectancy",65.7
"Benin","2015",1076.797716,"Africa","Sub-Saharan Africa",10575952,"Male_Life_Expectancy",59.7
"Benin","2015",1076.797716,"Africa","Sub-Saharan Africa",10575952,"Female_Life_Expectancy",64.2
"Benin","2010",1036.533952,"Africa","Sub-Saharan Africa",9199259,"Male_Life_Expectancy",58
"Benin","2010",1036.533952,"Africa","Sub-Saharan Africa",9199259,"Female_Life_Expectancy",62.9
"Benin","2000",511.400227,"Africa","Sub-Saharan Africa",6865951,"Male_Life_Expectancy",54.3
"Benin","2000",511.400227,"Africa","Sub-Saharan Africa",6865951,"Female_Life_Expectancy",58.8
"Bhutan","2019",3316.175714,"Asia","Southern Asia",763092,"Male_Life_Expectancy",72
"Bhutan","2019",3316.175714,"Asia","Southern Asia",763092,"Female_Life_Expectancy",74.4
"Bhutan","2015",2752.664208,"Asia","Southern Asia",727876,"Male_Life_Expectancy",71.1
"Bhutan","2015",2752.664208,"Asia","Southern Asia",727876,"Female_Life_Expectancy",73.5
"Bhutan","2010",2258.183141,"Asia","Southern Asia",685503,"Male_Life_Expectancy",69.9
"Bhutan","2010",2258.183141,"Asia","Southern Asia",685503,"Female_Life_Expectancy",72.3
"Bhutan","2000",718.1878307,"Asia","Southern Asia",591021,"Male_Life_Expectancy",64.9
"Bhutan","2000",718.1878307,"Asia","Southern Asia",591021,"Female_Life_Expectancy",66.6
"Bosnia and Herzegovina","2019",6108.510696,"Europe","Southern Europe",3301000,"Male_Life_Expectancy",74.4
"Bosnia and Herzegovina","2019",6108.510696,"Europe","Southern Europe",3301000,"Female_Life_Expectancy",79.1
"Bosnia and Herzegovina","2015",4727.277712,"Europe","Southern Europe",3429361,"Male_Life_Expectancy",73.9
"Bosnia and Herzegovina","2015",4727.277712,"Europe","Southern Europe",3429361,"Female_Life_Expectancy",78.6
"Bosnia and Herzegovina","2010",4635.517779,"Europe","Southern Europe",3705472,"Male_Life_Expectancy",73.8
"Bosnia and Herzegovina","2010",4635.517779,"Europe","Southern Europe",3705472,"Female_Life_Expectancy",78.5
"Bosnia and Herzegovina","2000",1467.776477,"Europe","Southern Europe",3751176,"Male_Life_Expectancy",72.6
"Bosnia and Herzegovina","2000",1467.776477,"Europe","Southern Europe",3751176,"Female_Life_Expectancy",78
"Botswana","2019",7961.325181,"Africa","Sub-Saharan Africa",2303697,"Male_Life_Expectancy",58.9
"Botswana","2019",7961.325181,"Africa","Sub-Saharan Africa",2303697,"Female_Life_Expectancy",65.5
"Botswana","2015",6799.870178,"Africa","Sub-Saharan Africa",2120716,"Male_Life_Expectancy",57.8
"Botswana","2015",6799.870178,"Africa","Sub-Saharan Africa",2120716,"Female_Life_Expectancy",63.9
"Botswana","2010",6434.815724,"Africa","Sub-Saharan Africa",1987105,"Male_Life_Expectancy",55.1
"Botswana","2010",6434.815724,"Africa","Sub-Saharan Africa",1987105,"Female_Life_Expectancy",61.4
"Botswana","2000",3522.308678,"Africa","Sub-Saharan Africa",1643334,"Male_Life_Expectancy",43.9
"Botswana","2000",3522.308678,"Africa","Sub-Saharan Africa",1643334,"Female_Life_Expectancy",47.8
"Brazil","2019",8717.186278,"Americas","Latin America and the Caribbean",211049527,"Male_Life_Expectancy",72.4
"Brazil","2019",8717.186278,"Americas","Latin America and the Caribbean",211049527,"Female_Life_Expectancy",79.4
"Brazil","2015",8814.000987,"Americas","Latin America and the Caribbean",204471769,"Male_Life_Expectancy",71.7
"Brazil","2015",8814.000987,"Americas","Latin America and the Caribbean",204471769,"Female_Life_Expectancy",78.6
"Brazil","2010",11286.24302,"Americas","Latin America and the Caribbean",195713635,"Male_Life_Expectancy",70.6
"Brazil","2010",11286.24302,"Americas","Latin America and the Caribbean",195713635,"Female_Life_Expectancy",77.7
"Brazil","2000",3749.75325,"Americas","Latin America and the Caribbean",174790340,"Male_Life_Expectancy",67.9
"Brazil","2000",3749.75325,"Americas","Latin America and the Caribbean",174790340,"Female_Life_Expectancy",75.2
"Brunei Darussalam","2019",31086.75112,"Asia","South-eastern Asia",433285,"Male_Life_Expectancy",73.4
"Brunei Darussalam","2019",31086.75112,"Asia","South-eastern Asia",433285,"Female_Life_Expectancy",75.4
"Brunei Darussalam","2015",31164.56203,"Asia","South-eastern Asia",414907,"Male_Life_Expectancy",73.4
"Brunei Darussalam","2015",31164.56203,"Asia","South-eastern Asia",414907,"Female_Life_Expectancy",75.5
"Brunei Darussalam","2010",35269.55311,"Asia","South-eastern Asia",388646,"Male_Life_Expectancy",73.3
"Brunei Darussalam","2010",35269.55311,"Asia","South-eastern Asia",388646,"Female_Life_Expectancy",75.8
"Brunei Darussalam","2000",18012.55626,"Asia","South-eastern Asia",333165,"Male_Life_Expectancy",70.9
"Brunei Darussalam","2000",18012.55626,"Asia","South-eastern Asia",333165,"Female_Life_Expectancy",73.7
"Bulgaria","2019",9828.148515,"Europe","Eastern Europe",6975761,"Male_Life_Expectancy",71.6
"Bulgaria","2019",9828.148515,"Europe","Eastern Europe",6975761,"Female_Life_Expectancy",78.6
"Bulgaria","2015",7055.935673,"Europe","Eastern Europe",7177991,"Male_Life_Expectancy",71.2
"Bulgaria","2015",7055.935673,"Europe","Eastern Europe",7177991,"Female_Life_Expectancy",78
"Bulgaria","2010",6812.406338,"Europe","Eastern Europe",7395599,"Male_Life_Expectancy",70.2
"Bulgaria","2010",6812.406338,"Europe","Eastern Europe",7395599,"Female_Life_Expectancy",77.2
"Bulgaria","2000",1621.242961,"Europe","Eastern Europe",8170172,"Male_Life_Expectancy",68.4
"Bulgaria","2000",1621.242961,"Europe","Eastern Europe",8170172,"Female_Life_Expectancy",75
"Burkina Faso","2019",786.8956313,"Africa","Sub-Saharan Africa",20321378,"Male_Life_Expectancy",60.1
"Burkina Faso","2019",786.8956313,"Africa","Sub-Saharan Africa",20321378,"Female_Life_Expectancy",65.2
"Burkina Faso","2015",653.3269795,"Africa","Sub-Saharan Africa",18110624,"Male_Life_Expectancy",58.2
"Burkina Faso","2015",653.3269795,"Africa","Sub-Saharan Africa",18110624,"Female_Life_Expectancy",63.4
"Burkina Faso","2010",647.8358465,"Africa","Sub-Saharan Africa",15605217,"Male_Life_Expectancy",56.2
"Burkina Faso","2010",647.8358465,"Africa","Sub-Saharan Africa",15605217,"Female_Life_Expectancy",60.8
"Burkina Faso","2000",254.7175291,"Africa","Sub-Saharan Africa",11607942,"Male_Life_Expectancy",49.9
"Burkina Faso","2000",254.7175291,"Africa","Sub-Saharan Africa",11607942,"Female_Life_Expectancy",53.1
"Burundi","2019",261.2474725,"Africa","Sub-Saharan Africa",11530580,"Male_Life_Expectancy",61.5
"Burundi","2019",261.2474725,"Africa","Sub-Saharan Africa",11530580,"Female_Life_Expectancy",66.1
"Burundi","2015",305.5497728,"Africa","Sub-Saharan Africa",10160030,"Male_Life_Expectancy",59.8
"Burundi","2015",305.5497728,"Africa","Sub-Saharan Africa",10160030,"Female_Life_Expectancy",64.3
"Burundi","2010",234.2356469,"Africa","Sub-Saharan Africa",8675602,"Male_Life_Expectancy",56.9
"Burundi","2010",234.2356469,"Africa","Sub-Saharan Africa",8675602,"Female_Life_Expectancy",60.3
"Burundi","2000",136.4639708,"Africa","Sub-Saharan Africa",6378871,"Male_Life_Expectancy",41.8
"Burundi","2000",136.4639708,"Africa","Sub-Saharan Africa",6378871,"Female_Life_Expectancy",45.9
"Cabo Verde","2019",3603.781793,"Africa","Sub-Saharan Africa",549935,"Male_Life_Expectancy",69.9
"Cabo Verde","2019",3603.781793,"Africa","Sub-Saharan Africa",549935,"Female_Life_Expectancy",77.9
"Cabo Verde","2015",3043.013984,"Africa","Sub-Saharan Africa",524743,"Male_Life_Expectancy",72.2
"Cabo Verde","2015",3043.013984,"Africa","Sub-Saharan Africa",524743,"Female_Life_Expectancy",77.6
"Cabo Verde","2010",3378.25486,"Africa","Sub-Saharan Africa",492654,"Male_Life_Expectancy",70.8
"Cabo Verde","2010",3378.25486,"Africa","Sub-Saharan Africa",492654,"Female_Life_Expectancy",77.3
"Cabo Verde","2000",1259.323656,"Africa","Sub-Saharan Africa",428188,"Male_Life_Expectancy",66.9
"Cabo Verde","2000",1259.323656,"Africa","Sub-Saharan Africa",428188,"Female_Life_Expectancy",74.6
"Cambodia","2019",1643.121389,"Asia","South-eastern Asia",16486542,"Male_Life_Expectancy",67.2
"Cambodia","2019",1643.121389,"Asia","South-eastern Asia",16486542,"Female_Life_Expectancy",72.7
"Cambodia","2015",1162.90492,"Asia","South-eastern Asia",15521436,"Male_Life_Expectancy",66.2
"Cambodia","2015",1162.90492,"Asia","South-eastern Asia",15521436,"Female_Life_Expectancy",71.9
"Cambodia","2010",785.5022829,"Asia","South-eastern Asia",14312212,"Male_Life_Expectancy",64.2
"Cambodia","2010",785.5022829,"Asia","South-eastern Asia",14312212,"Female_Life_Expectancy",70
"Cambodia","2000",302.5771636,"Asia","South-eastern Asia",12155239,"Male_Life_Expectancy",56
"Cambodia","2000",302.5771636,"Asia","South-eastern Asia",12155239,"Female_Life_Expectancy",61.2
"Cameroon","2019",1507.450206,"Africa","Sub-Saharan Africa",25876380,"Male_Life_Expectancy",60.3
"Cameroon","2019",1507.450206,"Africa","Sub-Saharan Africa",25876380,"Female_Life_Expectancy",64.5
"Cameroon","2015",1327.503017,"Africa","Sub-Saharan Africa",23298368,"Male_Life_Expectancy",57.3
"Cameroon","2015",1327.503017,"Africa","Sub-Saharan Africa",23298368,"Female_Life_Expectancy",61
"Cameroon","2010",1286.515572,"Africa","Sub-Saharan Africa",20341241,"Male_Life_Expectancy",55.1
"Cameroon","2010",1286.515572,"Africa","Sub-Saharan Africa",20341241,"Female_Life_Expectancy",58.1
"Cameroon","2000",649.9918454,"Africa","Sub-Saharan Africa",15513945,"Male_Life_Expectancy",51.3
"Cameroon","2000",649.9918454,"Africa","Sub-Saharan Africa",15513945,"Female_Life_Expectancy",54.4
"Canada","2019",46194.72523,"Americas","Northern America",37589262,"Male_Life_Expectancy",80.4
"Canada","2019",46194.72523,"Americas","Northern America",37589262,"Female_Life_Expectancy",84.1
"Canada","2015",43585.51198,"Americas","Northern America",35702908,"Male_Life_Expectancy",79.9
"Canada","2015",43585.51198,"Americas","Northern America",35702908,"Female_Life_Expectancy",83.6
"Canada","2010",47448.01322,"Americas","Northern America",34004889,"Male_Life_Expectancy",79.3
"Canada","2010",47448.01322,"Americas","Northern America",34004889,"Female_Life_Expectancy",83.3
"Canada","2000",24190.24962,"Americas","Northern America",30685730,"Male_Life_Expectancy",76.5
"Canada","2000",24190.24962,"Americas","Northern America",30685730,"Female_Life_Expectancy",81.5
"Central African Republic","2019",467.9074406,"Africa","Sub-Saharan Africa",4745185,"Male_Life_Expectancy",50.2
"Central African Republic","2019",467.9074406,"Africa","Sub-Saharan Africa",4745185,"Female_Life_Expectancy",56.3
"Central African Republic","2015",377.4230017,"Africa","Sub-Saharan Africa",4493170,"Male_Life_Expectancy",48.2
"Central African Republic","2015",377.4230017,"Africa","Sub-Saharan Africa",4493170,"Female_Life_Expectancy",53
"Central African Republic","2010",488.4214018,"Africa","Sub-Saharan Africa",4386768,"Male_Life_Expectancy",46.7
"Central African Republic","2010",488.4214018,"Africa","Sub-Saharan Africa",4386768,"Female_Life_Expectancy",50.4
"Central African Republic","2000",251.2068774,"Africa","Sub-Saharan Africa",3640427,"Male_Life_Expectancy",43.2
"Central African Republic","2000",251.2068774,"Africa","Sub-Saharan Africa",3640427,"Female_Life_Expectancy",45.5
"Chad","2019",709.5403101,"Africa","Sub-Saharan Africa",15946876,"Male_Life_Expectancy",58
"Chad","2019",709.5403101,"Africa","Sub-Saharan Africa",15946876,"Female_Life_Expectancy",61.3
"Chad","2015",776.0195323,"Africa","Sub-Saharan Africa",14110975,"Male_Life_Expectancy",56.2
"Chad","2015",776.0195323,"Africa","Sub-Saharan Africa",14110975,"Female_Life_Expectancy",59.6
"Chad","2010",892.5687203,"Africa","Sub-Saharan Africa",11952136,"Male_Life_Expectancy",53.9
"Chad","2010",892.5687203,"Africa","Sub-Saharan Africa",11952136,"Female_Life_Expectancy",57.4
"Chad","2000",165.7629866,"Africa","Sub-Saharan Africa",8355654,"Male_Life_Expectancy",49.3
"Chad","2000",165.7629866,"Africa","Sub-Saharan Africa",8355654,"Female_Life_Expectancy",53
"Chile","2019",14896.45387,"Americas","Latin America and the Caribbean",18952038,"Male_Life_Expectancy",78.1
"Chile","2019",14896.45387,"Americas","Latin America and the Caribbean",18952038,"Female_Life_Expectancy",83.2
"Chile","2015",13574.17183,"Americas","Latin America and the Caribbean",17969353,"Male_Life_Expectancy",77
"Chile","2015",13574.17183,"Americas","Latin America and the Caribbean",17969353,"Female_Life_Expectancy",82.5
"Chile","2010",12808.03459,"Americas","Latin America and the Caribbean",17062536,"Male_Life_Expectancy",75.5
"Chile","2010",12808.03459,"Americas","Latin America and the Caribbean",17062536,"Female_Life_Expectancy",81.3
"Chile","2000",5074.901624,"Americas","Latin America and the Caribbean",15342353,"Male_Life_Expectancy",73.6
"Chile","2000",5074.901624,"Americas","Latin America and the Caribbean",15342353,"Female_Life_Expectancy",79.8
"China","2019",10216.63033,"Asia","Eastern Asia",1397715000,"Male_Life_Expectancy",74.7
"China","2019",10216.63033,"Asia","Eastern Asia",1397715000,"Female_Life_Expectancy",80.5
"China","2015",8066.942635,"Asia","Eastern Asia",1371220000,"Male_Life_Expectancy",73.9
"China","2015",8066.942635,"Asia","Eastern Asia",1371220000,"Female_Life_Expectancy",79.9
"China","2010",4550.453108,"Asia","Eastern Asia",1337705000,"Male_Life_Expectancy",72.3
"China","2010",4550.453108,"Asia","Eastern Asia",1337705000,"Female_Life_Expectancy",77.9
"China","2000",959.3724836,"Asia","Eastern Asia",1262645000,"Male_Life_Expectancy",69.3
"China","2000",959.3724836,"Asia","Eastern Asia",1262645000,"Female_Life_Expectancy",74.2
"Colombia","2019",6428.676206,"Americas","Latin America and the Caribbean",50339443,"Male_Life_Expectancy",76.7
"Colombia","2019",6428.676206,"Americas","Latin America and the Caribbean",50339443,"Female_Life_Expectancy",81.9
"Colombia","2015",6175.87603,"Americas","Latin America and the Caribbean",47520667,"Male_Life_Expectancy",75.6
"Colombia","2015",6175.87603,"Americas","Latin America and the Caribbean",47520667,"Female_Life_Expectancy",81
"Colombia","2010",6336.709474,"Americas","Latin America and the Caribbean",45222699,"Male_Life_Expectancy",74
"Colombia","2010",6336.709474,"Americas","Latin America and the Caribbean",45222699,"Female_Life_Expectancy",80.1
"Colombia","2000",2520.481089,"Americas","Latin America and the Caribbean",39629965,"Male_Life_Expectancy",69.7
"Colombia","2000",2520.481089,"Americas","Latin America and the Caribbean",39629965,"Female_Life_Expectancy",77.8
"Comoros","2019",1370.148207,"Africa","Sub-Saharan Africa",850886,"Male_Life_Expectancy",65.9
"Comoros","2019",1370.148207,"Africa","Sub-Saharan Africa",850886,"Female_Life_Expectancy",68.9
